transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,month,month_number,year,age_group,day,week,week_day
29,2025-01-13,CUST027,Female,42,Electronics,1,30.0,30.0,January,1,2025,36-45,13,3,Monday
30,2025-01-13,CUST018,Female,39,Beauty,3,300.0,900.0,January,1,2025,36-45,13,3,Monday
31,2025-01-14,CUST028,Male,44,Electronics,4,300.0,1200.0,January,1,2025,36-45,14,3,Tuesday
32,2025-01-14,CUST029,Male,30,Beauty,3,30.0,90.0,January,1,2025,26-35,14,3,Tuesday
33,2025-01-14,CUST030,Female,50,Electronics,2,50.0,100.0,January,1,2025,46+,14,3,Tuesday
34,2025-01-14,CUST031,Female,51,Clothing,3,50.0,150.0,January,1,2025,46+,14,3,Tuesday
35,2025-01-15,CUST008,Female,58,Beauty,3,300.0,900.0,January,1,2025,46+,15,3,Wednesday
36,2025-01-15,CUST032,Male,52,Beauty,3,300.0,900.0,January,1,2025,46+,15,3,Wednesday
37,2025-01-15,CUST009,Female,18,Beauty,3,25.0,75.0,January,1,2025,18-25,15,3,Wednesday
38,2025-01-16,CUST033,Male,38,Beauty,4,50.0,200.0,January,1,2025,36-45,16,3,Thursday
39,2025-01-16,CUST013,Male,23,Clothing,4,30.0,120.0,January,1,2025,18-25,16,3,Thursday
40,2025-01-17,CUST034,Male,45,Beauty,1,50.0,50.0,January,1,2025,36-45,17,3,Friday
41,2025-01-17,CUST015,Male,34,Clothing,2,25.0,50.0,January,1,2025,26-35,17,3,Friday
42,2025-01-17,CUST035,Male,22,Clothing,3,300.0,900.0,January,1,2025,18-25,17,3,Friday
43,2025-01-17,CUST018,Female,48,Clothing,1,300.0,300.0,January,1,2025,46+,17,3,Friday
44,2025-01-19,CUST036,Female,22,Clothing,1,25.0,25.0,January,1,2025,18-25,19,3,Sunday
45,2025-01-20,CUST026,Female,55,Electronics,1,30.0,30.0,January,1,2025,46+,20,4,Monday
46,2025-01-20,CUST037,Female,20,Electronics,4,300.0,1200.0,January,1,2025,18-25,20,4,Monday
47,2025-01-21,CUST029,Female,40,Beauty,3,500.0,1500.0,January,1,2025,36-45,21,4,Tuesday
48,2025-01-21,CUST038,Male,54,Electronics,3,300.0,900.0,January,1,2025,46+,21,4,Tuesday
49,2025-01-21,CUST039,Female,54,Electronics,2,500.0,1000.0,January,1,2025,46+,21,4,Tuesday
50,2025-01-22,CUST040,Female,27,Beauty,3,25.0,75.0,January,1,2025,26-35,22,4,Wednesday
51,2025-01-22,CUST041,Male,27,Beauty,3,25.0,75.0,January,1,2025,26-35,22,4,Wednesday
52,2025-01-23,CUST015,Female,36,Beauty,1,300.0,300.0,January,1,2025,36-45,23,4,Thursday
53,2025-01-23,CUST042,Male,34,Electronics,2,50.0,100.0,January,1,2025,26-35,23,4,Thursday
54,2025-01-23,CUST018,Female,38,Electronics,3,500.0,1500.0,January,1,2025,36-45,23,4,Thursday
55,2025-01-24,CUST043,Male,31,Beauty,4,30.0,120.0,January,1,2025,26-35,24,4,Friday
56,2025-01-24,CUST026,Female,26,Clothing,3,300.0,900.0,January,1,2025,26-35,24,4,Friday
57,2025-01-24,CUST044,Female,63,Beauty,1,30.0,30.0,January,1,2025,46+,24,4,Friday
58,2025-01-25,CUST029,Male,18,Clothing,4,300.0,1200.0,January,1,2025,18-25,25,4,Saturday
59,2025-01-26,CUST045,Male,62,Clothing,1,50.0,50.0,January,1,2025,46+,26,4,Sunday
60,2025-01-26,CUST031,Male,30,Beauty,3,50.0,150.0,January,1,2025,26-35,26,4,Sunday
61,2025-01-26,CUST046,Male,21,Beauty,4,50.0,200.0,January,1,2025,18-25,26,4,Sunday
62,2025-01-26,CUST033,Male,18,Beauty,2,50.0,100.0,January,1,2025,18-25,26,4,Sunday
63,2025-01-27,CUST003,Male,57,Electronics,2,25.0,50.0,January,1,2025,46+,27,5,Monday
64,2025-01-27,CUST047,Male,49,Clothing,4,25.0,100.0,January,1,2025,46+,27,5,Monday
65,2025-01-27,CUST008,Male,51,Electronics,4,500.0,2000.0,January,1,2025,46+,27,5,Monday
66,2025-01-28,CUST048,Female,45,Electronics,1,30.0,30.0,January,1,2025,36-45,28,5,Tuesday
67,2025-01-28,CUST009,Female,48,Beauty,4,300.0,1200.0,January,1,2025,46+,28,5,Tuesday
68,2025-01-28,CUST049,Male,25,Electronics,1,300.0,300.0,January,1,2025,18-25,28,5,Tuesday
69,2025-01-29,CUST013,Female,56,Beauty,3,25.0,75.0,January,1,2025,46+,29,5,Wednesday
70,2025-01-30,CUST050,Female,43,Clothing,1,300.0,300.0,January,1,2025,36-45,30,5,Thursday
71,2025-01-30,CUST015,Female,51,Beauty,4,25.0,100.0,January,1,2025,46+,30,5,Thursday
72,2025-01-30,CUST051,Female,20,Electronics,4,500.0,2000.0,January,1,2025,18-25,30,5,Thursday
73,2025-01-30,CUST018,Male,29,Electronics,3,30.0,90.0,January,1,2025,26-35,30,5,Thursday
74,2025-01-31,CUST052,Female,18,Beauty,4,500.0,2000.0,January,1,2025,18-25,31,5,Friday
75,2025-01-31,CUST026,Male,61,Beauty,4,50.0,200.0,January,1,2025,46+,31,5,Friday
76,2025-01-31,CUST053,Female,22,Electronics,2,50.0,100.0,January,1,2025,18-25,31,5,Friday
77,2025-02-01,CUST054,Female,47,Clothing,2,50.0,100.0,February,2,2025,46+,1,5,Saturday
78,2025-02-01,CUST029,Female,47,Clothing,3,500.0,1500.0,February,2,2025,46+,1,5,Saturday
79,2025-02-01,CUST055,Male,34,Beauty,1,300.0,300.0,February,2,2025,26-35,1,5,Saturday
80,2025-02-02,CUST031,Female,64,Clothing,2,30.0,60.0,February,2,2025,46+,2,5,Sunday
81,2025-02-02,CUST056,Male,40,Electronics,1,50.0,50.0,February,2,2025,36-45,2,5,Sunday
82,2025-02-02,CUST033,Female,32,Beauty,4,50.0,200.0,February,2,2025,26-35,2,5,Sunday
83,2025-02-03,CUST057,Male,54,Electronics,2,50.0,100.0,February,2,2025,46+,3,6,Monday
84,2025-02-03,CUST045,Female,38,Electronics,3,30.0,90.0,February,2,2025,36-45,3,6,Monday
85,2025-02-04,CUST046,Male,31,Clothing,3,50.0,150.0,February,2,2025,26-35,4,6,Tuesday
86,2025-02-04,CUST058,Male,19,Beauty,3,30.0,90.0,February,2,2025,18-25,4,6,Tuesday
87,2025-02-05,CUST059,Female,28,Beauty,2,50.0,100.0,February,2,2025,26-35,5,6,Wednesday
88,2025-02-05,CUST060,Male,56,Clothing,1,500.0,500.0,February,2,2025,46+,5,6,Wednesday
89,2025-02-05,CUST061,Female,55,Electronics,4,500.0,2000.0,February,2,2025,46+,5,6,Wednesday
90,2025-02-05,CUST062,Female,51,Electronics,1,30.0,30.0,February,2,2025,46+,5,6,Wednesday
91,2025-02-05,CUST015,Female,55,Electronics,1,500.0,500.0,February,2,2025,46+,5,6,Wednesday
92,2025-02-05,CUST063,Female,51,Electronics,4,30.0,120.0,February,2,2025,46+,5,6,Wednesday
93,2025-02-05,CUST064,Female,35,Beauty,4,500.0,2000.0,February,2,2025,26-35,5,6,Wednesday
94,2025-02-05,CUST026,Female,47,Beauty,2,500.0,1000.0,February,2,2025,46+,5,6,Wednesday
95,2025-02-06,CUST065,Female,32,Clothing,2,30.0,60.0,February,2,2025,26-35,6,6,Thursday
96,2025-02-06,CUST013,Female,44,Clothing,2,300.0,600.0,February,2,2025,36-45,6,6,Thursday
97,2025-02-06,CUST066,Female,51,Beauty,2,500.0,1000.0,February,2,2025,46+,6,6,Thursday
98,2025-02-06,CUST067,Female,55,Beauty,2,50.0,100.0,February,2,2025,46+,6,6,Thursday
99,2025-02-07,CUST049,Female,50,Electronics,4,300.0,1200.0,February,2,2025,46+,7,6,Friday
100,2025-02-07,CUST068,Male,41,Electronics,1,30.0,30.0,February,2,2025,36-45,7,6,Friday
101,2025-02-07,CUST018,Male,32,Clothing,2,300.0,600.0,February,2,2025,26-35,7,6,Friday
102,2025-02-07,CUST069,Female,47,Beauty,2,25.0,50.0,February,2,2025,46+,7,6,Friday
103,2025-02-08,CUST033,Female,59,Clothing,1,25.0,25.0,February,2,2025,46+,8,6,Saturday
104,2025-02-08,CUST070,Female,34,Beauty,2,500.0,1000.0,February,2,2025,26-35,8,6,Saturday
105,2025-02-08,CUST071,Female,22,Electronics,1,500.0,500.0,February,2,2025,18-25,8,6,Saturday
106,2025-02-08,CUST072,Female,46,Clothing,1,50.0,50.0,February,2,2025,46+,8,6,Saturday
107,2025-02-09,CUST073,Female,21,Clothing,4,300.0,1200.0,February,2,2025,18-25,9,6,Sunday
108,2025-02-10,CUST074,Female,27,Beauty,3,25.0,75.0,February,2,2025,26-35,10,7,Monday
109,2025-02-10,CUST063,Female,34,Electronics,4,500.0,2000.0,February,2,2025,26-35,10,7,Monday
110,2025-02-10,CUST075,Male,27,Clothing,3,300.0,900.0,February,2,2025,26-35,10,7,Monday
111,2025-02-11,CUST066,Female,34,Electronics,3,500.0,1500.0,February,2,2025,26-35,11,7,Tuesday
112,2025-02-11,CUST076,Male,37,Clothing,3,500.0,1500.0,February,2,2025,36-45,11,7,Tuesday
113,2025-02-11,CUST073,Female,41,Electronics,2,25.0,50.0,February,2,2025,36-45,11,7,Tuesday
114,2025-02-11,CUST077,Female,22,Beauty,4,25.0,100.0,February,2,2025,18-25,11,7,Tuesday
115,2025-02-11,CUST078,Male,51,Clothing,3,500.0,1500.0,February,2,2025,46+,11,7,Tuesday
116,2025-02-12,CUST079,Female,23,Clothing,1,30.0,30.0,February,2,2025,18-25,12,7,Wednesday
117,2025-02-13,CUST080,Male,19,Electronics,2,500.0,1000.0,February,2,2025,18-25,13,7,Thursday
118,2025-02-13,CUST081,Female,30,Electronics,1,500.0,500.0,February,2,2025,26-35,13,7,Thursday
119,2025-02-13,CUST082,Female,60,Clothing,3,50.0,150.0,February,2,2025,46+,13,7,Thursday
120,2025-02-13,CUST083,Male,60,Beauty,1,50.0,50.0,February,2,2025,46+,13,7,Thursday
121,2025-02-14,CUST084,Female,28,Electronics,4,50.0,200.0,February,2,2025,26-35,14,7,Friday
122,2025-02-14,CUST026,Male,64,Electronics,4,30.0,120.0,February,2,2025,46+,14,7,Friday
123,2025-02-16,CUST085,Female,40,Electronics,2,30.0,60.0,February,2,2025,36-45,16,7,Sunday
124,2025-02-17,CUST029,Male,33,Clothing,4,500.0,2000.0,February,2,2025,26-35,17,8,Monday
125,2025-02-17,CUST086,Male,48,Clothing,2,50.0,100.0,February,2,2025,46+,17,8,Monday
126,2025-02-17,CUST031,Female,28,Clothing,3,30.0,90.0,February,2,2025,26-35,17,8,Monday
127,2025-02-17,CUST087,Female,33,Clothing,2,25.0,50.0,February,2,2025,26-35,17,8,Monday
128,2025-02-17,CUST033,Male,25,Beauty,1,500.0,500.0,February,2,2025,18-25,17,8,Monday
129,2025-02-17,CUST088,Female,21,Beauty,2,300.0,600.0,February,2,2025,18-25,17,8,Monday
130,2025-02-18,CUST063,Female,57,Clothing,2,500.0,1000.0,February,2,2025,46+,18,8,Tuesday
131,2025-02-19,CUST089,Female,21,Beauty,2,300.0,600.0,February,2,2025,18-25,19,8,Wednesday
132,2025-02-19,CUST083,Male,42,Electronics,4,50.0,200.0,February,2,2025,36-45,19,8,Wednesday
133,2025-02-20,CUST090,Male,20,Electronics,3,300.0,900.0,February,2,2025,18-25,20,8,Thursday
134,2025-02-20,CUST084,Male,49,Electronics,1,50.0,50.0,February,2,2025,46+,20,8,Thursday
135,2025-02-20,CUST091,Male,20,Clothing,2,25.0,50.0,February,2,2025,18-25,20,8,Thursday
136,2025-02-21,CUST089,Male,44,Electronics,2,300.0,600.0,February,2,2025,36-45,21,8,Friday
137,2025-02-21,CUST092,Male,46,Beauty,2,500.0,1000.0,February,2,2025,46+,21,8,Friday
138,2025-02-21,CUST090,Male,49,Clothing,4,50.0,200.0,February,2,2025,46+,21,8,Friday
139,2025-02-22,CUST093,Male,36,Beauty,4,500.0,2000.0,February,2,2025,36-45,22,8,Saturday
140,2025-02-22,CUST091,Male,38,Electronics,1,30.0,30.0,February,2,2025,36-45,22,8,Saturday
141,2025-02-22,CUST094,Female,22,Electronics,1,50.0,50.0,February,2,2025,18-25,22,8,Saturday
142,2025-02-22,CUST092,Male,35,Electronics,4,300.0,1200.0,February,2,2025,26-35,22,8,Saturday
143,2025-02-22,CUST095,Female,45,Clothing,4,50.0,200.0,February,2,2025,36-45,22,8,Saturday
144,2025-02-23,CUST096,Female,59,Beauty,3,500.0,1500.0,February,2,2025,46+,23,8,Sunday
145,2025-02-24,CUST097,Female,39,Clothing,3,25.0,75.0,February,2,2025,36-45,24,9,Monday
146,2025-02-24,CUST098,Male,38,Clothing,4,50.0,200.0,February,2,2025,36-45,24,9,Monday
147,2025-02-24,CUST099,Male,23,Electronics,1,300.0,300.0,February,2,2025,18-25,24,9,Monday
148,2025-02-24,CUST100,Male,18,Clothing,2,30.0,60.0,February,2,2025,18-25,24,9,Monday
149,2025-02-25,CUST101,Male,22,Clothing,3,25.0,75.0,February,2,2025,18-25,25,9,Tuesday
150,2025-02-25,CUST033,Female,58,Electronics,4,30.0,120.0,February,2,2025,46+,25,9,Tuesday
151,2025-02-25,CUST102,Male,29,Clothing,1,50.0,50.0,February,2,2025,26-35,25,9,Tuesday
152,2025-02-25,CUST018,Male,43,Electronics,4,500.0,2000.0,February,2,2025,36-45,25,9,Tuesday
153,2025-02-26,CUST103,Male,63,Electronics,2,500.0,1000.0,February,2,2025,46+,26,9,Wednesday
154,2025-02-27,CUST089,Male,51,Electronics,3,300.0,900.0,February,2,2025,46+,27,9,Thursday
155,2025-02-27,CUST104,Male,31,Electronics,4,500.0,2000.0,February,2,2025,26-35,27,9,Thursday
156,2025-02-27,CUST003,Female,43,Clothing,4,25.0,100.0,February,2,2025,36-45,27,9,Thursday
157,2025-02-27,CUST105,Male,62,Electronics,4,500.0,2000.0,February,2,2025,46+,27,9,Thursday
158,2025-02-28,CUST049,Female,44,Electronics,3,300.0,900.0,February,2,2025,36-45,28,9,Friday
159,2025-02-28,CUST106,Male,26,Clothing,4,50.0,200.0,February,2,2025,26-35,28,9,Friday
160,2025-02-28,CUST073,Female,43,Clothing,2,50.0,100.0,February,2,2025,36-45,28,9,Friday
161,2025-02-28,CUST107,Male,64,Beauty,2,500.0,1000.0,February,2,2025,46+,28,9,Friday
162,2025-03-01,CUST066,Male,39,Clothing,2,30.0,60.0,March,3,2025,36-45,1,9,Saturday
163,2025-03-01,CUST013,Female,64,Clothing,3,50.0,150.0,March,3,2025,46+,1,9,Saturday
164,2025-03-01,CUST108,Female,47,Beauty,3,500.0,1500.0,March,3,2025,46+,1,9,Saturday
165,2025-03-02,CUST109,Female,47,Clothing,4,300.0,1200.0,March,3,2025,46+,2,9,Sunday
166,2025-03-03,CUST110,Female,51,Clothing,4,500.0,2000.0,March,3,2025,46+,3,10,Monday
167,2025-03-03,CUST111,Female,55,Clothing,3,50.0,150.0,March,3,2025,46+,3,10,Monday
168,2025-03-03,CUST112,Female,47,Clothing,1,300.0,300.0,March,3,2025,46+,3,10,Monday
169,2025-03-03,CUST113,Female,34,Beauty,3,500.0,1500.0,March,3,2025,26-35,3,10,Monday
170,2025-03-03,CUST114,Female,27,Clothing,2,25.0,50.0,March,3,2025,26-35,3,10,Monday
171,2025-03-04,CUST115,Female,22,Clothing,3,300.0,900.0,March,3,2025,18-25,4,10,Tuesday
172,2025-03-05,CUST116,Male,60,Beauty,2,25.0,50.0,March,3,2025,46+,5,10,Wednesday
173,2025-03-05,CUST018,Male,25,Electronics,4,30.0,120.0,March,3,2025,18-25,5,10,Wednesday
174,2025-03-06,CUST117,Female,21,Beauty,1,300.0,300.0,March,3,2025,18-25,6,10,Thursday
175,2025-03-06,CUST111,Female,21,Electronics,4,25.0,100.0,March,3,2025,18-25,6,10,Thursday
176,2025-03-06,CUST118,Male,46,Beauty,2,50.0,100.0,March,3,2025,46+,6,10,Thursday
177,2025-03-06,CUST113,Male,36,Beauty,2,50.0,100.0,March,3,2025,36-45,6,10,Thursday
178,2025-03-07,CUST119,Female,59,Clothing,2,30.0,60.0,March,3,2025,46+,7,10,Friday
179,2025-03-07,CUST108,Male,64,Electronics,1,300.0,300.0,March,3,2025,46+,7,10,Friday
180,2025-03-07,CUST120,Female,47,Clothing,3,300.0,900.0,March,3,2025,46+,7,10,Friday
181,2025-03-07,CUST089,Male,18,Electronics,4,300.0,1200.0,March,3,2025,18-25,7,10,Friday
182,2025-03-08,CUST121,Male,32,Beauty,4,30.0,120.0,March,3,2025,26-35,8,10,Saturday
183,2025-03-09,CUST073,Female,39,Beauty,3,300.0,900.0,March,3,2025,36-45,9,10,Sunday
184,2025-03-09,CUST122,Female,43,Electronics,4,50.0,200.0,March,3,2025,36-45,9,10,Sunday
185,2025-03-09,CUST113,Male,45,Clothing,1,25.0,25.0,March,3,2025,36-45,9,10,Sunday
186,2025-03-10,CUST123,Male,62,Clothing,4,50.0,200.0,March,3,2025,46+,10,11,Monday
187,2025-03-10,CUST113,Female,43,Clothing,2,50.0,100.0,March,3,2025,36-45,10,11,Monday
188,2025-03-11,CUST124,Male,63,Clothing,3,25.0,75.0,March,3,2025,46+,11,11,Tuesday
189,2025-03-12,CUST125,Female,60,Beauty,1,50.0,50.0,March,3,2025,46+,12,11,Wednesday
190,2025-03-12,CUST126,Male,64,Beauty,3,30.0,90.0,March,3,2025,46+,12,11,Wednesday
191,2025-03-13,CUST127,Male,62,Beauty,1,25.0,25.0,March,3,2025,46+,13,11,Thursday
192,2025-03-13,CUST128,Male,35,Beauty,2,50.0,100.0,March,3,2025,26-35,13,11,Thursday
193,2025-03-13,CUST129,Female,54,Beauty,3,500.0,1500.0,March,3,2025,46+,13,11,Thursday
194,2025-03-15,CUST130,Male,45,Clothing,4,50.0,200.0,March,3,2025,36-45,15,11,Saturday
195,2025-03-17,CUST131,Male,27,Clothing,1,30.0,30.0,March,3,2025,26-35,17,12,Monday
196,2025-03-17,CUST132,Male,39,Clothing,3,300.0,900.0,March,3,2025,36-45,17,12,Monday
197,2025-03-17,CUST133,Female,42,Clothing,4,50.0,200.0,March,3,2025,36-45,17,12,Monday
198,2025-03-18,CUST109,Male,42,Beauty,3,300.0,900.0,March,3,2025,36-45,18,12,Tuesday
199,2025-03-18,CUST134,Male,27,Beauty,3,500.0,1500.0,March,3,2025,26-35,18,12,Tuesday
200,2025-03-19,CUST018,Male,20,Beauty,3,50.0,150.0,March,3,2025,18-25,19,12,Wednesday
201,2025-03-19,CUST135,Male,64,Electronics,1,25.0,25.0,March,3,2025,46+,19,12,Wednesday
202,2025-03-20,CUST113,Male,64,Clothing,4,300.0,1200.0,March,3,2025,46+,20,12,Thursday
203,2025-03-20,CUST136,Male,39,Clothing,2,500.0,1000.0,March,3,2025,36-45,20,12,Thursday
204,2025-03-20,CUST114,Female,57,Beauty,1,25.0,25.0,March,3,2025,46+,20,12,Thursday
205,2025-03-20,CUST137,Male,58,Clothing,1,25.0,25.0,March,3,2025,46+,20,12,Thursday
206,2025-03-20,CUST049,Male,54,Clothing,1,25.0,25.0,March,3,2025,46+,20,12,Thursday
207,2025-03-21,CUST138,Female,43,Beauty,2,25.0,50.0,March,3,2025,36-45,21,12,Friday
208,2025-03-21,CUST139,Female,51,Electronics,4,50.0,200.0,March,3,2025,46+,21,12,Friday
209,2025-03-21,CUST140,Female,50,Electronics,4,50.0,200.0,March,3,2025,46+,21,12,Friday
210,2025-03-21,CUST141,Female,39,Electronics,4,50.0,200.0,March,3,2025,36-45,21,12,Friday
211,2025-03-22,CUST142,Female,23,Beauty,3,500.0,1500.0,March,3,2025,18-25,22,12,Saturday
212,2025-03-22,CUST143,Male,28,Clothing,3,500.0,1500.0,March,3,2025,26-35,22,12,Saturday
213,2025-03-22,CUST144,Female,57,Beauty,3,500.0,1500.0,March,3,2025,46+,22,12,Saturday
214,2025-03-22,CUST145,Male,19,Beauty,2,30.0,60.0,March,3,2025,18-25,22,12,Saturday
215,2025-03-22,CUST146,Female,60,Clothing,3,500.0,1500.0,March,3,2025,46+,22,12,Saturday
216,2025-03-23,CUST147,Male,34,Electronics,2,50.0,100.0,March,3,2025,26-35,23,12,Sunday
217,2025-03-23,CUST148,Female,43,Electronics,4,50.0,200.0,March,3,2025,36-45,23,12,Sunday
218,2025-03-23,CUST149,Male,53,Beauty,3,30.0,90.0,March,3,2025,46+,23,12,Sunday
219,2025-03-23,CUST150,Male,18,Electronics,3,30.0,90.0,March,3,2025,18-25,23,12,Sunday
220,2025-03-24,CUST151,Female,25,Beauty,1,500.0,500.0,March,3,2025,18-25,24,13,Monday
221,2025-03-24,CUST152,Female,52,Beauty,2,300.0,600.0,March,3,2025,46+,24,13,Monday
222,2025-03-25,CUST153,Male,32,Clothing,4,30.0,120.0,March,3,2025,26-35,25,13,Tuesday
223,2025-03-25,CUST154,Male,64,Clothing,1,25.0,25.0,March,3,2025,46+,25,13,Tuesday
224,2025-03-25,CUST155,Female,39,Clothing,1,50.0,50.0,March,3,2025,36-45,25,13,Tuesday
225,2025-03-25,CUST156,Female,31,Beauty,4,25.0,100.0,March,3,2025,26-35,25,13,Tuesday
226,2025-03-26,CUST157,Female,43,Clothing,1,50.0,50.0,March,3,2025,36-45,26,13,Wednesday
227,2025-03-26,CUST158,Male,45,Electronics,2,50.0,100.0,March,3,2025,36-45,26,13,Wednesday
228,2025-03-26,CUST159,Male,40,Electronics,2,30.0,60.0,March,3,2025,36-45,26,13,Wednesday
229,2025-03-27,CUST160,Male,31,Beauty,3,30.0,90.0,March,3,2025,26-35,27,13,Thursday
230,2025-03-27,CUST161,Male,41,Beauty,1,25.0,25.0,March,3,2025,36-45,27,13,Thursday
231,2025-03-28,CUST162,Male,19,Clothing,3,50.0,150.0,March,3,2025,18-25,28,13,Friday
232,2025-03-29,CUST163,Male,62,Beauty,1,25.0,25.0,March,3,2025,46+,29,13,Saturday
233,2025-03-30,CUST164,Female,43,Beauty,2,300.0,600.0,March,3,2025,36-45,30,13,Sunday
234,2025-03-31,CUST165,Male,31,Electronics,2,25.0,50.0,March,3,2025,26-35,31,14,Monday
235,2025-04-01,CUST166,Male,24,Electronics,2,500.0,1000.0,April,4,2025,18-25,1,14,Tuesday
236,2025-04-01,CUST167,Male,20,Clothing,1,25.0,25.0,April,4,2025,18-25,1,14,Tuesday
237,2025-04-01,CUST168,Female,64,Beauty,2,500.0,1000.0,April,4,2025,46+,1,14,Tuesday
238,2025-04-02,CUST169,Male,40,Beauty,1,500.0,500.0,April,4,2025,36-45,2,14,Wednesday
239,2025-04-02,CUST170,Male,63,Electronics,3,500.0,1500.0,April,4,2025,46+,2,14,Wednesday
240,2025-04-02,CUST171,Female,60,Beauty,1,300.0,300.0,April,4,2025,46+,2,14,Wednesday
241,2025-04-02,CUST172,Male,64,Electronics,3,25.0,75.0,April,4,2025,46+,2,14,Wednesday
242,2025-04-04,CUST173,Male,62,Clothing,1,25.0,25.0,April,4,2025,46+,4,14,Friday
243,2025-04-04,CUST174,Male,35,Electronics,3,300.0,900.0,April,4,2025,26-35,4,14,Friday
244,2025-04-04,CUST175,Male,55,Beauty,2,50.0,100.0,April,4,2025,46+,4,14,Friday
245,2025-04-05,CUST176,Male,52,Clothing,3,30.0,90.0,April,4,2025,46+,5,14,Saturday
246,2025-04-05,CUST177,Female,32,Electronics,2,25.0,50.0,April,4,2025,26-35,5,14,Saturday
247,2025-04-06,CUST178,Female,42,Electronics,2,30.0,60.0,April,4,2025,36-45,6,14,Sunday
248,2025-04-08,CUST179,Female,54,Clothing,3,300.0,900.0,April,4,2025,46+,8,15,Tuesday
249,2025-04-08,CUST180,Male,45,Clothing,1,50.0,50.0,April,4,2025,36-45,8,15,Tuesday
250,2025-04-08,CUST181,Male,27,Electronics,1,50.0,50.0,April,4,2025,26-35,8,15,Tuesday
251,2025-04-08,CUST015,Male,56,Beauty,4,50.0,200.0,April,4,2025,46+,8,15,Tuesday
252,2025-04-08,CUST182,Female,34,Electronics,1,300.0,300.0,April,4,2025,26-35,8,15,Tuesday
253,2025-04-09,CUST109,Male,56,Clothing,4,500.0,2000.0,April,4,2025,46+,9,15,Wednesday
254,2025-04-09,CUST026,Male,39,Electronics,1,500.0,500.0,April,4,2025,36-45,9,15,Wednesday
255,2025-04-09,CUST183,Female,43,Clothing,1,30.0,30.0,April,4,2025,36-45,9,15,Wednesday
256,2025-04-09,CUST184,Male,61,Clothing,2,500.0,1000.0,April,4,2025,46+,9,15,Wednesday
257,2025-04-09,CUST013,Female,42,Beauty,4,500.0,2000.0,April,4,2025,36-45,9,15,Wednesday
