transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,month,month_number,year,age_group
113,2025-02-11,CUST073,Female,41,Electronics,2,25,50,February,2,2025,36-45
114,2025-02-11,CUST077,Female,22,Beauty,4,25,100,February,2,2025,18-25
115,2025-02-11,CUST078,Male,51,Clothing,3,500,1500,February,2,2025,46+
116,2025-02-12,CUST079,Female,23,Clothing,1,30,30,February,2,2025,18-25
117,2025-02-13,CUST080,Male,19,Electronics,2,500,1000,February,2,2025,18-25
118,2025-02-13,CUST081,Female,30,Electronics,1,500,500,February,2,2025,26-35
119,2025-02-13,CUST082,Female,60,Clothing,3,50,150,February,2,2025,46+
120,2025-02-13,CUST083,Male,60,Beauty,1,50,50,February,2,2025,46+
121,2025-02-14,CUST084,Female,28,Electronics,4,50,200,February,2,2025,26-35
122,2025-02-14,CUST026,Male,64,Electronics,4,30,120,February,2,2025,46+
123,2025-02-16,CUST085,Female,40,Electronics,2,30,60,February,2,2025,36-45
124,2025-02-17,CUST029,Male,33,Clothing,4,500,2000,February,2,2025,26-35
125,2025-02-17,CUST086,Male,48,Clothing,2,50,100,February,2,2025,46+
126,2025-02-17,CUST031,Female,28,Clothing,3,30,90,February,2,2025,26-35
127,2025-02-17,CUST087,Female,33,Clothing,2,25,50,February,2,2025,26-35
128,2025-02-17,CUST033,Male,25,Beauty,1,500,500,February,2,2025,18-25
129,2025-02-17,CUST088,Female,21,Beauty,2,300,600,February,2,2025,18-25
130,2025-02-18,CUST063,Female,57,Clothing,2,500,1000,February,2,2025,46+
131,2025-02-19,CUST089,Female,21,Beauty,2,300,600,February,2,2025,18-25
132,2025-02-19,CUST083,Male,42,Electronics,4,50,200,February,2,2025,36-45
133,2025-02-20,CUST090,Male,20,Electronics,3,300,900,February,2,2025,18-25
134,2025-02-20,CUST084,Male,49,Electronics,1,50,50,February,2,2025,46+
135,2025-02-20,CUST091,Male,20,Clothing,2,25,50,February,2,2025,18-25
136,2025-02-21,CUST089,Male,44,Electronics,2,300,600,February,2,2025,36-45
137,2025-02-21,CUST092,Male,46,Beauty,2,500,1000,February,2,2025,46+
138,2025-02-21,CUST090,Male,49,Clothing,4,50,200,February,2,2025,46+
139,2025-02-22,CUST093,Male,36,Beauty,4,500,2000,February,2,2025,36-45
140,2025-02-22,CUST091,Male,38,Electronics,1,30,30,February,2,2025,36-45
141,2025-02-22,CUST094,Female,22,Electronics,1,50,50,February,2,2025,18-25
142,2025-02-22,CUST092,Male,35,Electronics,4,300,1200,February,2,2025,26-35
143,2025-02-22,CUST095,Female,45,Clothing,4,50,200,February,2,2025,36-45
144,2025-02-23,CUST096,Female,59,Beauty,3,500,1500,February,2,2025,46+
145,2025-02-24,CUST097,Female,39,Clothing,3,25,75,February,2,2025,36-45
146,2025-02-24,CUST098,Male,38,Clothing,4,50,200,February,2,2025,36-45
147,2025-02-24,CUST099,Male,23,Electronics,1,300,300,February,2,2025,18-25
148,2025-02-24,CUST100,Male,18,Clothing,2,30,60,February,2,2025,18-25
149,2025-02-25,CUST101,Male,22,Clothing,3,25,75,February,2,2025,18-25
150,2025-02-25,CUST033,Female,58,Electronics,4,30,120,February,2,2025,46+
151,2025-02-25,CUST102,Male,29,Clothing,1,50,50,February,2,2025,26-35
152,2025-02-25,CUST018,Male,43,Electronics,4,500,2000,February,2,2025,36-45
153,2025-02-26,CUST103,Male,63,Electronics,2,500,1000,February,2,2025,46+
154,2025-02-27,CUST089,Male,51,Electronics,3,300,900,February,2,2025,46+
155,2025-02-27,CUST104,Male,31,Electronics,4,500,2000,February,2,2025,26-35
156,2025-02-27,CUST003,Female,43,Clothing,4,25,100,February,2,2025,36-45
157,2025-02-27,CUST105,Male,62,Electronics,4,500,2000,February,2,2025,46+
158,2025-02-28,CUST049,Female,44,Electronics,3,300,900,February,2,2025,36-45
159,2025-02-28,CUST106,Male,26,Clothing,4,50,200,February,2,2025,26-35
160,2025-02-28,CUST073,Female,43,Clothing,2,50,100,February,2,2025,36-45
161,2025-02-28,CUST107,Male,64,Beauty,2,500,1000,February,2,2025,46+
162,2025-03-01,CUST066,Male,39,Clothing,2,30,60,March,3,2025,36-45
163,2025-03-01,CUST013,Female,64,Clothing,3,50,150,March,3,2025,46+
164,2025-03-01,CUST108,Female,47,Beauty,3,500,1500,March,3,2025,46+
165,2025-03-02,CUST109,Female,47,Clothing,4,300,1200,March,3,2025,46+
166,2025-03-03,CUST110,Female,51,Clothing,4,500,2000,March,3,2025,46+
167,2025-03-03,CUST111,Female,55,Clothing,3,50,150,March,3,2025,46+
168,2025-03-03,CUST112,Female,47,Clothing,1,300,300,March,3,2025,46+
169,2025-03-03,CUST113,Female,34,Beauty,3,500,1500,March,3,2025,26-35
170,2025-03-03,CUST114,Female,27,Clothing,2,25,50,March,3,2025,26-35
171,2025-03-04,CUST115,Female,22,Clothing,3,300,900,March,3,2025,18-25
172,2025-03-05,CUST116,Male,60,Beauty,2,25,50,March,3,2025,46+
173,2025-03-05,CUST018,Male,25,Electronics,4,30,120,March,3,2025,18-25
174,2025-03-06,CUST117,Female,21,Beauty,1,300,300,March,3,2025,18-25
175,2025-03-06,CUST111,Female,21,Electronics,4,25,100,March,3,2025,18-25
176,2025-03-06,CUST118,Male,46,Beauty,2,50,100,March,3,2025,46+
177,2025-03-06,CUST113,Male,36,Beauty,2,50,100,March,3,2025,36-45
178,2025-03-07,CUST119,Female,59,Clothing,2,30,60,March,3,2025,46+
179,2025-03-07,CUST108,Male,64,Electronics,1,300,300,March,3,2025,46+
180,2025-03-07,CUST120,Female,47,Clothing,3,300,900,March,3,2025,46+
181,2025-03-07,CUST089,Male,18,Electronics,4,300,1200,March,3,2025,18-25
182,2025-03-08,CUST121,Male,32,Beauty,4,30,120,March,3,2025,26-35
183,2025-03-09,CUST073,Female,39,Beauty,3,300,900,March,3,2025,36-45
184,2025-03-09,CUST122,Female,43,Electronics,4,50,200,March,3,2025,36-45
185,2025-03-09,CUST113,Male,45,Clothing,1,25,25,March,3,2025,36-45
186,2025-03-10,CUST123,Male,62,Clothing,4,50,200,March,3,2025,46+
187,2025-03-10,CUST113,Female,43,Clothing,2,50,100,March,3,2025,36-45
188,2025-03-11,CUST124,Male,63,Clothing,3,25,75,March,3,2025,46+
189,2025-03-12,CUST125,Female,60,Beauty,1,50,50,March,3,2025,46+
190,2025-03-12,CUST126,Male,64,Beauty,3,30,90,March,3,2025,46+
191,2025-03-13,CUST127,Male,62,Beauty,1,25,25,March,3,2025,46+
192,2025-03-13,CUST128,Male,35,Beauty,2,50,100,March,3,2025,26-35
193,2025-03-13,CUST129,Female,54,Beauty,3,500,1500,March,3,2025,46+
194,2025-03-15,CUST130,Male,45,Clothing,4,50,200,March,3,2025,36-45
195,2025-03-17,CUST131,Male,27,Clothing,1,30,30,March,3,2025,26-35
196,2025-03-17,CUST132,Male,39,Clothing,3,300,900,March,3,2025,36-45
197,2025-03-17,CUST133,Female,42,Clothing,4,50,200,March,3,2025,36-45
198,2025-03-18,CUST109,Male,42,Beauty,3,300,900,March,3,2025,36-45
199,2025-03-18,CUST134,Male,27,Beauty,3,500,1500,March,3,2025,26-35
200,2025-03-19,CUST018,Male,20,Beauty,3,50,150,March,3,2025,18-25
201,2025-03-19,CUST135,Male,64,Electronics,1,25,25,March,3,2025,46+
202,2025-03-20,CUST113,Male,64,Clothing,4,300,1200,March,3,2025,46+
203,2025-03-20,CUST136,Male,39,Clothing,2,500,1000,March,3,2025,36-45
204,2025-03-20,CUST114,Female,57,Beauty,1,25,25,March,3,2025,46+
205,2025-03-20,CUST137,Male,58,Clothing,1,25,25,March,3,2025,46+
206,2025-03-20,CUST049,Male,54,Clothing,1,25,25,March,3,2025,46+
207,2025-03-21,CUST138,Female,43,Beauty,2,25,50,March,3,2025,36-45
208,2025-03-21,CUST139,Female,51,Electronics,4,50,200,March,3,2025,46+
209,2025-03-21,CUST140,Female,50,Electronics,4,50,200,March,3,2025,46+
210,2025-03-21,CUST141,Female,39,Electronics,4,50,200,March,3,2025,36-45
211,2025-03-22,CUST142,Female,23,Beauty,3,500,1500,March,3,2025,18-25
212,2025-03-22,CUST143,Male,28,Clothing,3,500,1500,March,3,2025,26-35
213,2025-03-22,CUST144,Female,57,Beauty,3,500,1500,March,3,2025,46+
214,2025-03-22,CUST145,Male,19,Beauty,2,30,60,March,3,2025,18-25
215,2025-03-22,CUST146,Female,60,Clothing,3,500,1500,March,3,2025,46+
216,2025-03-23,CUST147,Male,34,Electronics,2,50,100,March,3,2025,26-35
217,2025-03-23,CUST148,Female,43,Electronics,4,50,200,March,3,2025,36-45
218,2025-03-23,CUST149,Male,53,Beauty,3,30,90,March,3,2025,46+
219,2025-03-23,CUST150,Male,18,Electronics,3,30,90,March,3,2025,18-25
220,2025-03-24,CUST151,Female,25,Beauty,1,500,500,March,3,2025,18-25
221,2025-03-24,CUST152,Female,52,Beauty,2,300,600,March,3,2025,46+
222,2025-03-25,CUST153,Male,32,Clothing,4,30,120,March,3,2025,26-35
223,2025-03-25,CUST154,Male,64,Clothing,1,25,25,March,3,2025,46+
224,2025-03-25,CUST155,Female,39,Clothing,1,50,50,March,3,2025,36-45
225,2025-03-25,CUST156,Female,31,Beauty,4,25,100,March,3,2025,26-35
226,2025-03-26,CUST157,Female,43,Clothing,1,50,50,March,3,2025,36-45
227,2025-03-26,CUST158,Male,45,Electronics,2,50,100,March,3,2025,36-45
228,2025-03-26,CUST159,Male,40,Electronics,2,30,60,March,3,2025,36-45
229,2025-03-27,CUST160,Male,31,Beauty,3,30,90,March,3,2025,26-35
230,2025-03-27,CUST161,Male,41,Beauty,1,25,25,March,3,2025,36-45
231,2025-03-28,CUST162,Male,19,Clothing,3,50,150,March,3,2025,18-25
232,2025-03-29,CUST163,Male,62,Beauty,1,25,25,March,3,2025,46+
233,2025-03-30,CUST164,Female,43,Beauty,2,300,600,March,3,2025,36-45
234,2025-03-31,CUST165,Male,31,Electronics,2,25,50,March,3,2025,26-35
235,2025-04-01,CUST166,Male,24,Electronics,2,500,1000,April,4,2025,18-25
236,2025-04-01,CUST167,Male,20,Clothing,1,25,25,April,4,2025,18-25
237,2025-04-01,CUST168,Female,64,Beauty,2,500,1000,April,4,2025,46+
238,2025-04-02,CUST169,Male,40,Beauty,1,500,500,April,4,2025,36-45
239,2025-04-02,CUST170,Male,63,Electronics,3,500,1500,April,4,2025,46+
240,2025-04-02,CUST171,Female,60,Beauty,1,300,300,April,4,2025,46+
241,2025-04-02,CUST172,Male,64,Electronics,3,25,75,April,4,2025,46+
242,2025-04-04,CUST173,Male,62,Clothing,1,25,25,April,4,2025,46+
243,2025-04-04,CUST174,Male,35,Electronics,3,300,900,April,4,2025,26-35
244,2025-04-04,CUST175,Male,55,Beauty,2,50,100,April,4,2025,46+
245,2025-04-05,CUST176,Male,52,Clothing,3,30,90,April,4,2025,46+
246,2025-04-05,CUST177,Female,32,Electronics,2,25,50,April,4,2025,26-35
247,2025-04-06,CUST178,Female,42,Electronics,2,30,60,April,4,2025,36-45
248,2025-04-08,CUST179,Female,54,Clothing,3,300,900,April,4,2025,46+
249,2025-04-08,CUST180,Male,45,Clothing,1,50,50,April,4,2025,36-45
250,2025-04-08,CUST181,Male,27,Electronics,1,50,50,April,4,2025,26-35
251,2025-04-08,CUST015,Male,56,Beauty,4,50,200,April,4,2025,46+
252,2025-04-08,CUST182,Female,34,Electronics,1,300,300,April,4,2025,26-35
253,2025-04-09,CUST109,Male,56,Clothing,4,500,2000,April,4,2025,46+
254,2025-04-09,CUST026,Male,39,Electronics,1,500,500,April,4,2025,36-45
255,2025-04-09,CUST183,Female,43,Clothing,1,30,30,April,4,2025,36-45
256,2025-04-09,CUST184,Male,61,Clothing,2,500,1000,April,4,2025,46+
257,2025-04-09,CUST013,Female,42,Beauty,4,500,2000,April,4,2025,36-45
258,2025-04-09,CUST185,Female,34,Clothing,6,50,300,April,4,2025,26-35
259,2025-04-10,CUST049,Female,30,Clothing,4,50,200,April,4,2025,26-35
260,2025-04-10,CUST186,Male,37,Beauty,2,30,60,April,4,2025,36-45
261,2025-04-11,CUST026,Male,42,Clothing,2,25,50,April,4,2025,36-45
262,2025-04-12,CUST187,Male,21,Beauty,4,30,120,April,4,2025,18-25
263,2025-04-12,CUST029,Male,27,Beauty,2,30,60,April,4,2025,26-35
264,2025-04-12,CUST188,Male,20,Clothing,3,300,900,April,4,2025,18-25
265,2025-04-12,CUST031,Male,58,Clothing,3,300,900,April,4,2025,46+
266,2025-04-12,CUST189,Male,62,Electronics,2,30,60,April,4,2025,46+
267,2025-04-13,CUST033,Female,35,Beauty,3,30,90,April,4,2025,26-35
268,2025-04-13,CUST190,Male,64,Electronics,1,30,30,April,4,2025,46+
269,2025-04-13,CUST063,Female,53,Clothing,4,500,2000,April,4,2025,46+
270,2025-04-15,CUST191,Male,64,Electronics,1,300,300,April,4,2025,46+
271,2025-04-15,CUST033,Male,39,Beauty,4,30,120,April,4,2025,36-45
272,2025-04-16,CUST192,Male,51,Electronics,2,50,100,April,4,2025,46+
273,2025-04-17,CUST018,Female,64,Beauty,1,50,50,April,4,2025,46+
274,2025-04-18,CUST193,Female,25,Clothing,2,500,1000,April,4,2025,18-25
275,2025-04-18,CUST194,Female,57,Clothing,2,500,1000,April,4,2025,46+
276,2025-04-18,CUST195,Female,61,Beauty,4,25,100,April,4,2025,46+
277,2025-04-18,CUST196,Male,36,Clothing,4,25,100,April,4,2025,36-45
278,2025-04-19,CUST197,Female,59,Clothing,4,25,100,April,4,2025,46+
279,2025-04-19,CUST076,Male,58,Clothing,1,500,500,April,4,2025,46+
280,2025-04-19,CUST198,Male,54,Clothing,3,500,1500,April,4,2025,46+
281,2025-04-19,CUST139,Female,23,Beauty,4,500,2000,April,4,2025,18-25
282,2025-04-19,CUST199,Female,43,Electronics,4,50,200,April,4,2025,36-45
283,2025-04-19,CUST200,Female,51,Electronics,1,500,500,April,4,2025,46+
284,2025-04-20,CUST013,Female,62,Clothing,4,50,200,April,4,2025,46+
285,2025-04-20,CUST201,Female,23,Electronics,1,25,25,April,4,2025,18-25
286,2025-04-20,CUST113,Female,54,Electronics,2,25,50,April,4,2025,46+
287,2025-04-20,CUST202,Female,50,Clothing,4,25,100,April,4,2025,46+
288,2025-04-20,CUST205,Female,39,Clothing,4,30,120,April,4,2025,36-45
289,2025-04-21,CUST203,Male,38,Electronics,2,30,60,April,4,2025,36-45
290,2025-04-21,CUST204,Female,23,Beauty,2,300,600,April,4,2025,18-25
291,2025-04-22,CUST205,Female,23,Clothing,2,300,600,April,4,2025,18-25
292,2025-04-22,CUST206,Male,21,Beauty,4,300,1200,April,4,2025,18-25
293,2025-04-22,CUST207,Female,47,Electronics,3,30,90,April,4,2025,46+
294,2025-04-23,CUST208,Male,28,Clothing,3,30,90,April,4,2025,26-35
295,2025-04-23,CUST209,Male,47,Beauty,3,300,900,April,4,2025,46+
296,2025-04-23,CUST210,Female,48,Clothing,4,300,1200,April,4,2025,46+
297,2025-04-23,CUST211,Male,41,Electronics,2,500,1000,April,4,2025,36-45
298,2025-04-23,CUST029,Male,26,Beauty,4,300,1200,April,4,2025,26-35
299,2025-04-23,CUST212,Male,20,Electronics,2,500,1000,April,4,2025,18-25
300,2025-04-23,CUST114,Male,48,Electronics,4,50,200,April,4,2025,46+
301,2025-04-24,CUST213,Female,57,Clothing,4,30,120,April,4,2025,46+
302,2025-04-24,CUST212,Male,54,Beauty,2,300,600,April,4,2025,46+
303,2025-04-25,CUST214,Female,53,Electronics,3,30,90,April,4,2025,46+
304,2025-04-25,CUST215,Male,41,Electronics,2,30,60,April,4,2025,36-45
305,2025-04-25,CUST216,Male,48,Beauty,1,30,30,April,4,2025,46+
306,2025-04-26,CUST217,Male,23,Electronics,1,50,50,April,4,2025,18-25
307,2025-04-26,CUST218,Male,19,Electronics,2,25,50,April,4,2025,18-25
308,2025-04-26,CUST219,Female,37,Beauty,4,300,1200,April,4,2025,36-45
309,2025-04-27,CUST220,Female,45,Beauty,1,25,25,April,4,2025,36-45
310,2025-04-27,CUST221,Male,28,Beauty,1,25,25,April,4,2025,26-35
311,2025-04-27,CUST018,Male,21,Beauty,4,25,100,April,4,2025,18-25
312,2025-04-28,CUST222,Female,32,Clothing,4,30,120,April,4,2025,26-35
313,2025-04-28,CUST111,Male,23,Beauty,3,500,1500,April,4,2025,18-25
314,2025-04-28,CUST223,Male,47,Clothing,4,30,120,April,4,2025,46+
315,2025-04-29,CUST113,Male,55,Clothing,2,30,60,April,4,2025,46+
316,2025-04-29,CUST224,Female,19,Clothing,2,25,50,April,4,2025,18-25
317,2025-04-29,CUST108,Female,32,Electronics,3,30,90,April,4,2025,26-35
318,2025-04-30,CUST225,Female,28,Clothing,1,25,25,April,4,2025,26-35
319,2025-04-30,CUST213,Male,25,Clothing,1,500,500,April,4,2025,18-25
320,2025-04-30,CUST226,Male,43,Electronics,4,300,1200,April,4,2025,36-45
321,2025-05-01,CUST227,Female,62,Electronics,2,25,50,May,5,2025,46+
322,2025-05-01,CUST228,Female,61,Electronics,1,500,500,May,5,2025,46+
323,2025-05-01,CUST229,Female,22,Beauty,3,300,900,May,5,2025,18-25
324,2025-05-02,CUST230,Female,23,Electronics,3,50,150,May,5,2025,18-25
325,2025-05-02,CUST231,Male,43,Electronics,2,25,50,May,5,2025,36-45
326,2025-05-02,CUST232,Female,21,Clothing,3,25,75,May,5,2025,18-25
327,2025-05-03,CUST233,Male,36,Electronics,3,50,150,May,5,2025,36-45
328,2025-05-03,CUST234,Female,37,Beauty,2,50,100,May,5,2025,36-45
329,2025-05-03,CUST235,Male,50,Electronics,4,25,100,May,5,2025,46+
330,2025-05-03,CUST236,Female,37,Beauty,4,50,200,May,5,2025,36-45
331,2025-05-03,CUST237,Female,29,Electronics,3,30,90,May,5,2025,26-35
332,2025-05-04,CUST238,Female,64,Electronics,4,300,1200,May,5,2025,46+
333,2025-05-04,CUST239,Female,18,Electronics,4,300,1200,May,5,2025,18-25
334,2025-05-04,CUST240,Male,43,Electronics,3,300,900,May,5,2025,36-45
335,2025-05-05,CUST241,Female,31,Beauty,4,30,120,May,5,2025,26-35
336,2025-05-05,CUST242,Male,55,Beauty,3,50,150,May,5,2025,46+
337,2025-05-05,CUST243,Male,54,Clothing,1,500,500,May,5,2025,46+
338,2025-05-05,CUST244,Male,28,Beauty,2,50,100,May,5,2025,26-35
339,2025-05-05,CUST245,Male,53,Electronics,2,25,50,May,5,2025,46+
340,2025-05-06,CUST114,Female,30,Clothing,4,300,1200,May,5,2025,26-35
