Transaction ID,date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
70,2025-01-30,CUST070,Female,43,Clothing,1,300,300
71,2025-01-30,CUST071,Female,51,Beauty,4,25,100
72,2025-01-30,CUST072,Female,20,Electronics,4,500,2000
73,2025-01-30,CUST073,Male,29,Electronics,3,30,90
74,2025-01-31,CUST074,Female,18,Beauty,4,500,2000
75,2025-01-31,CUST075,Male,61,Beauty,4,50,200
76,2025-01-31,CUST076,Female,22,Electronics,2,50,100
77,2025-02-01,CUST077,Female,47,Clothing,2,50,100
78,2025-02-01,CUST078,Female,47,Clothing,3,500,1500
79,2025-02-01,CUST079,Male,34,Beauty,1,300,300
80,2025-02-02,CUST080,Female,64,Clothing,2,30,60
81,2025-02-02,CUST081,Male,40,Electronics,1,50,50
82,2025-02-02,CUST082,Female,32,Beauty,4,50,200
83,2025-02-03,CUST083,Male,54,Electronics,2,50,100
84,2025-02-03,CUST084,Female,38,Electronics,3,30,90
85,2025-02-04,CUST085,Male,31,Clothing,3,50,150
86,2025-02-04,CUST086,Male,19,Beauty,3,30,90
87,2025-02-05,CUST087,Female,28,Beauty,2,50,100
88,2025-02-05,CUST088,Male,56,Clothing,1,500,500
89,2025-02-05,CUST089,Female,55,Electronics,4,500,2000
90,2025-02-05,CUST090,Female,51,Electronics,1,30,30
91,2025-02-05,CUST091,Female,55,Electronics,1,500,500
92,2025-02-05,CUST092,Female,51,Electronics,4,30,120
93,2025-02-05,CUST093,Female,35,Beauty,4,500,2000
94,2025-02-05,CUST094,Female,47,Beauty,2,500,1000
95,2025-02-06,CUST095,Female,32,Clothing,2,30,60
96,2025-02-06,CUST096,Female,44,Clothing,2,300,600
97,2025-02-06,CUST097,Female,51,Beauty,2,500,1000
98,2025-02-06,CUST098,Female,55,Beauty,2,50,100
99,2025-02-07,CUST099,Female,50,Electronics,4,300,1200
100,2025-02-07,CUST100,Male,41,Electronics,1,30,30
101,2025-02-07,CUST101,Male,32,Clothing,2,300,600
102,2025-02-07,CUST102,Female,47,Beauty,2,25,50
103,2025-02-08,CUST103,Female,59,Clothing,1,25,25
104,2025-02-08,CUST104,Female,34,Beauty,2,500,1000
105,2025-02-08,CUST105,Female,22,Electronics,1,500,500
106,2025-02-08,CUST106,Female,46,Clothing,1,50,50
107,2025-02-09,CUST107,Female,21,Clothing,4,300,1200
108,2025-02-10,CUST108,Female,27,Beauty,3,25,75
109,2025-02-10,CUST109,Female,34,Electronics,4,500,2000
110,2025-02-10,CUST110,Male,27,Clothing,3,300,900
111,2025-02-11,CUST111,Female,34,Electronics,3,500,1500
112,2025-02-11,CUST112,Male,37,Clothing,3,500,1500
113,2025-02-11,CUST113,Female,41,Electronics,2,25,50
114,2025-02-11,CUST114,Female,22,Beauty,4,25,100
115,2025-02-11,CUST115,Male,51,Clothing,3,500,1500
116,2025-02-12,CUST116,Female,23,Clothing,1,30,30
117,2025-02-13,CUST117,Male,19,Electronics,2,500,1000
118,2025-02-13,CUST118,Female,30,Electronics,1,500,500
119,2025-02-13,CUST119,Female,60,Clothing,3,50,150
120,2025-02-13,CUST120,Male,60,Beauty,1,50,50
121,2025-02-14,CUST121,Female,28,Electronics,4,50,200
122,2025-02-14,CUST122,Male,64,Electronics,4,30,120
123,2025-02-16,CUST123,Female,40,Electronics,2,30,60
124,2025-02-17,CUST124,Male,33,Clothing,4,500,2000
125,2025-02-17,CUST125,Male,48,Clothing,2,50,100
126,2025-02-17,CUST126,Female,28,Clothing,3,30,90
127,2025-02-17,CUST127,Female,33,Clothing,2,25,50
128,2025-02-17,CUST128,Male,25,Beauty,1,500,500
129,2025-02-17,CUST129,Female,21,Beauty,2,300,600
130,2025-02-18,CUST130,Female,57,Clothing,2,500,1000
131,2025-02-19,CUST131,Female,21,Beauty,2,300,600
132,2025-02-19,CUST132,Male,42,Electronics,4,50,200
133,2025-02-20,CUST133,Male,20,Electronics,3,300,900
134,2025-02-20,CUST134,Male,49,Electronics,1,50,50
135,2025-02-20,CUST135,Male,20,Clothing,2,25,50
136,2025-02-21,CUST136,Male,44,Electronics,2,300,600
137,2025-02-21,CUST137,Male,46,Beauty,2,500,1000
138,2025-02-21,CUST138,Male,49,Clothing,4,50,200
139,2025-02-22,CUST139,Male,36,Beauty,4,500,2000
140,2025-02-22,CUST140,Male,38,Electronics,1,30,30
141,2025-02-22,CUST141,Female,22,Electronics,1,50,50
142,2025-02-22,CUST142,Male,35,Electronics,4,300,1200
143,2025-02-22,CUST143,Female,45,Clothing,4,50,200
144,2025-02-23,CUST144,Female,59,Beauty,3,500,1500
145,2025-02-24,CUST145,Female,39,Clothing,3,25,75
146,2025-02-24,CUST146,Male,38,Clothing,4,50,200
147,2025-02-24,CUST147,Male,23,Electronics,1,300,300
148,2025-02-24,CUST148,Male,18,Clothing,2,30,60
149,2025-02-25,CUST149,Male,22,Clothing,3,25,75
150,2025-02-25,CUST150,Female,58,Electronics,4,30,120
151,2025-02-25,CUST151,Male,29,Clothing,1,50,50
152,2025-02-25,CUST152,Male,43,Electronics,4,500,2000
153,2025-02-26,CUST153,Male,63,Electronics,2,500,1000
154,2025-02-27,CUST154,Male,51,Electronics,3,300,900
155,2025-02-27,CUST155,Male,31,Electronics,4,500,2000
156,2025-02-27,CUST156,Female,43,Clothing,4,25,100
157,2025-02-27,CUST157,Male,62,Electronics,4,500,2000
158,2025-02-28,CUST158,Female,44,Electronics,3,300,900
159,2025-02-28,CUST159,Male,26,Clothing,4,50,200
160,2025-02-28,CUST160,Female,43,Clothing,2,50,100
161,2025-02-28,CUST161,Male,64,Beauty,2,500,1000
162,2025-03-01,CUST162,Male,39,Clothing,2,30,60
163,2025-03-01,CUST163,Female,64,Clothing,3,50,150
164,2025-03-01,CUST164,Female,47,Beauty,3,500,1500
165,2025-03-02,CUST094,Female,47,Clothing,4,300,1200
166,2025-03-03,CUST097,Female,51,Clothing,4,500,2000
167,2025-03-03,CUST098,Female,55,Clothing,3,50,150
168,2025-03-03,CUST102,Female,47,Clothing,1,300,300
169,2025-03-03,CUST104,Female,34,Beauty,3,500,1500
170,2025-03-03,CUST108,Female,27,Clothing,2,25,50
171,2025-03-04,CUST114,Female,22,Clothing,3,300,900
172,2025-03-05,CUST120,Male,60,Beauty,2,25,50
173,2025-03-05,CUST128,Male,25,Electronics,4,30,120
174,2025-03-06,CUST129,Female,21,Beauty,1,300,300
175,2025-03-06,CUST131,Female,21,Electronics,4,25,100
176,2025-03-06,CUST137,Male,46,Beauty,2,50,100
177,2025-03-06,CUST139,Male,36,Beauty,2,50,100
178,2025-03-07,CUST144,Female,59,Clothing,2,30,60
179,2025-03-07,CUST161,Male,64,Electronics,1,300,300
180,2025-03-07,CUST164,Female,47,Clothing,3,300,900
181,2025-03-07,CUST169,Male,18,Electronics,4,300,1200
182,2025-03-08,CUST172,Male,32,Beauty,4,30,120
183,2025-03-09,CUST174,Female,39,Beauty,3,300,900
184,2025-03-09,CUST176,Female,43,Electronics,4,50,200
185,2025-03-09,CUST177,Male,45,Clothing,1,25,25
186,2025-03-10,CUST182,Male,62,Clothing,4,50,200
187,2025-03-10,CUST183,Female,43,Clothing,2,50,100
188,2025-03-11,CUST189,Male,63,Clothing,3,25,75
189,2025-03-12,CUST190,Female,60,Beauty,1,50,50
190,2025-03-12,CUST191,Male,64,Beauty,3,30,90
191,2025-03-13,CUST192,Male,62,Beauty,1,25,25
192,2025-03-13,CUST193,Male,35,Beauty,2,50,100
193,2025-03-13,CUST198,Female,54,Beauty,3,500,1500
194,2025-03-15,CUST199,Male,45,Clothing,4,50,200
195,2025-03-17,CUST200,Male,27,Clothing,1,30,30
196,2025-03-17,CUST204,Male,39,Clothing,3,300,900
197,2025-03-17,CUST207,Female,42,Clothing,4,50,200
198,2025-03-18,CUST211,Male,42,Beauty,3,300,900
199,2025-03-18,CUST213,Male,27,Beauty,3,500,1500
200,2025-03-19,CUST214,Male,20,Beauty,3,50,150
201,2025-03-19,CUST218,Male,64,Electronics,1,25,25
202,2025-03-20,CUST220,Male,64,Clothing,4,300,1200
203,2025-03-20,CUST221,Male,39,Clothing,2,500,1000
204,2025-03-20,CUST225,Female,57,Beauty,1,25,25
205,2025-03-20,CUST229,Male,58,Clothing,1,25,25
206,2025-03-20,CUST230,Male,54,Clothing,1,25,25
207,2025-03-21,CUST232,Female,43,Beauty,2,25,50
208,2025-03-21,CUST233,Female,51,Electronics,4,50,200
209,2025-03-21,CUST237,Female,50,Electronics,4,50,200
210,2025-03-21,CUST238,Female,39,Electronics,4,50,200
211,2025-03-22,CUST240,Female,23,Beauty,3,500,1500
212,2025-03-22,CUST244,Male,28,Clothing,3,500,1500
213,2025-03-22,CUST251,Female,57,Beauty,3,500,1500
214,2025-03-22,CUST257,Male,19,Beauty,2,30,60
215,2025-03-22,CUST165,Female,60,Clothing,3,500,1500
216,2025-03-23,CUST166,Male,34,Electronics,2,50,100
217,2025-03-23,CUST167,Female,43,Electronics,4,50,200
218,2025-03-23,CUST168,Male,53,Beauty,3,30,90
219,2025-03-23,CUST169,Male,18,Electronics,3,30,90
220,2025-03-24,CUST170,Female,25,Beauty,1,500,500
221,2025-03-24,CUST171,Female,52,Beauty,2,300,600
222,2025-03-25,CUST172,Male,32,Clothing,4,30,120
223,2025-03-25,CUST173,Male,64,Clothing,1,25,25
224,2025-03-25,CUST174,Female,39,Clothing,1,50,50
225,2025-03-25,CUST175,Female,31,Beauty,4,25,100
226,2025-03-26,CUST176,Female,43,Clothing,1,50,50
227,2025-03-26,CUST177,Male,45,Electronics,2,50,100
228,2025-03-26,CUST178,Male,40,Electronics,2,30,60
229,2025-03-27,CUST179,Male,31,Beauty,3,30,90
230,2025-03-27,CUST180,Male,41,Beauty,1,25,25
231,2025-03-28,CUST181,Male,19,Clothing,3,50,150
232,2025-03-29,CUST182,Male,62,Beauty,1,25,25
233,2025-03-30,CUST183,Female,43,Beauty,2,300,600
234,2025-03-31,CUST184,Male,31,Electronics,2,25,50
235,2025-04-01,CUST185,Male,24,Electronics,2,500,1000
236,2025-04-01,CUST186,Male,20,Clothing,1,25,25
237,2025-04-01,CUST187,Female,64,Beauty,2,500,1000
238,2025-04-02,CUST188,Male,40,Beauty,1,500,500
239,2025-04-02,CUST189,Male,63,Electronics,3,500,1500
240,2025-04-02,CUST190,Female,60,Beauty,1,300,300
241,2025-04-02,CUST191,Male,64,Electronics,3,25,75
242,2025-04-04,CUST192,Male,62,Clothing,1,25,25
243,2025-04-04,CUST193,Male,35,Electronics,3,300,900
244,2025-04-04,CUST194,Male,55,Beauty,2,50,100
245,2025-04-05,CUST195,Male,52,Clothing,3,30,90
246,2025-04-05,CUST196,Female,32,Electronics,2,25,50
247,2025-04-06,CUST197,Female,42,Electronics,2,30,60
248,2025-04-08,CUST198,Female,54,Clothing,3,300,900
249,2025-04-08,CUST199,Male,45,Clothing,1,50,50
250,2025-04-08,CUST200,Male,27,Electronics,1,50,50
251,2025-04-08,CUST201,Male,56,Beauty,4,50,200
252,2025-04-08,CUST202,Female,34,Electronics,1,300,300
253,2025-04-09,CUST203,Male,56,Clothing,4,500,2000
254,2025-04-09,CUST204,Male,39,Electronics,1,500,500
255,2025-04-09,CUST205,Female,43,Clothing,1,30,30
256,2025-04-09,CUST206,Male,61,Clothing,2,500,1000
257,2025-04-09,CUST207,Female,42,Beauty,4,500,2000
258,2025-04-09,CUST208,Female,34,Clothing,6,50,300
259,2025-04-10,CUST209,Female,30,Clothing,4,50,200
260,2025-04-10,CUST210,Male,37,Beauty,2,30,60
261,2025-04-11,CUST211,Male,42,Clothing,2,25,50
262,2025-04-12,CUST212,Male,21,Beauty,4,30,120
263,2025-04-12,CUST213,Male,27,Beauty,2,30,60
264,2025-04-12,CUST214,Male,20,Clothing,3,300,900
265,2025-04-12,CUST215,Male,58,Clothing,3,300,900
266,2025-04-12,CUST216,Male,62,Electronics,2,30,60
267,2025-04-13,CUST217,Female,35,Beauty,3,30,90
268,2025-04-13,CUST218,Male,64,Electronics,1,30,30
269,2025-04-13,CUST219,Female,53,Clothing,4,500,2000
270,2025-04-15,CUST220,Male,64,Electronics,1,300,300
271,2025-04-15,CUST221,Male,39,Beauty,4,30,120
272,2025-04-16,CUST222,Male,51,Electronics,2,50,100
273,2025-04-17,CUST223,Female,64,Beauty,1,50,50
274,2025-04-18,CUST224,Female,25,Clothing,2,500,1000
275,2025-04-18,CUST225,Female,57,Clothing,2,500,1000
276,2025-04-18,CUST226,Female,61,Beauty,4,25,100
277,2025-04-18,CUST227,Male,36,Clothing,4,25,100
278,2025-04-19,CUST228,Female,59,Clothing,4,25,100
279,2025-04-19,CUST229,Male,58,Clothing,1,500,500
280,2025-04-19,CUST230,Male,54,Clothing,3,500,1500
281,2025-04-19,CUST231,Female,23,Beauty,4,500,2000
282,2025-04-19,CUST232,Female,43,Electronics,4,50,200
283,2025-04-19,CUST233,Female,51,Electronics,1,500,500
284,2025-04-20,CUST234,Female,62,Clothing,4,50,200
285,2025-04-20,CUST235,Female,23,Electronics,1,25,25
286,2025-04-20,CUST236,Female,54,Electronics,2,25,50
287,2025-04-20,CUST237,Female,50,Clothing,4,25,100
288,2025-04-20,CUST238,Female,39,Clothing,4,30,120
289,2025-04-21,CUST239,Male,38,Electronics,2,30,60
290,2025-04-21,CUST240,Female,23,Beauty,2,300,600
291,2025-04-22,CUST241,Female,23,Clothing,2,300,600
292,2025-04-22,CUST242,Male,21,Beauty,4,300,1200
293,2025-04-22,CUST243,Female,47,Electronics,3,30,90
294,2025-04-23,CUST244,Male,28,Clothing,3,30,90
295,2025-04-23,CUST245,Male,47,Beauty,3,300,900
296,2025-04-23,CUST246,Female,48,Clothing,4,300,1200
297,2025-04-23,CUST247,Male,41,Electronics,2,500,1000
298,2025-04-23,CUST248,Male,26,Beauty,4,300,1200
299,2025-04-23,CUST249,Male,20,Electronics,2,500,1000
300,2025-04-23,CUST250,Male,48,Electronics,4,50,200
301,2025-04-24,CUST251,Female,57,Clothing,4,30,120
302,2025-04-24,CUST252,Male,54,Beauty,2,300,600
303,2025-04-25,CUST253,Female,53,Electronics,3,30,90
304,2025-04-25,CUST254,Male,41,Electronics,2,30,60
305,2025-04-25,CUST255,Male,48,Beauty,1,30,30
306,2025-04-26,CUST256,Male,23,Electronics,1,50,50
307,2025-04-26,CUST257,Male,19,Electronics,2,25,50
308,2025-04-26,CUST258,Female,37,Beauty,4,300,1200
309,2025-04-27,CUST259,Female,45,Beauty,1,25,25
310,2025-04-27,CUST260,Male,28,Beauty,1,25,25
311,2025-04-27,CUST261,Male,21,Beauty,4,25,100
312,2025-04-28,CUST262,Female,32,Clothing,4,30,120
313,2025-04-28,CUST263,Male,23,Beauty,3,500,1500
314,2025-04-28,CUST264,Male,47,Clothing,4,30,120
315,2025-04-29,CUST265,Male,55,Clothing,2,30,60
316,2025-04-29,CUST266,Female,19,Clothing,2,25,50
317,2025-04-29,CUST267,Female,32,Electronics,3,30,90
318,2025-04-30,CUST268,Female,28,Clothing,1,25,25
319,2025-04-30,CUST269,Male,25,Clothing,1,500,500
320,2025-04-30,CUST270,Male,43,Electronics,4,300,1200
321,2025-05-01,CUST271,Female,62,Electronics,2,25,50
322,2025-05-01,CUST272,Female,61,Electronics,1,500,500
323,2025-05-01,CUST273,Female,22,Beauty,3,300,900
324,2025-05-02,CUST274,Female,23,Electronics,3,50,150
325,2025-05-02,CUST275,Male,43,Electronics,2,25,50
326,2025-05-02,CUST276,Female,21,Clothing,3,25,75
327,2025-05-03,CUST277,Male,36,Electronics,3,50,150
328,2025-05-03,CUST278,Female,37,Beauty,2,50,100
329,2025-05-03,CUST279,Male,50,Electronics,4,25,100
330,2025-05-03,CUST280,Female,37,Beauty,4,50,200
331,2025-05-03,CUST281,Female,29,Electronics,3,30,90
332,2025-05-04,CUST282,Female,64,Electronics,4,300,1200
333,2025-05-04,CUST283,Female,18,Electronics,4,300,1200
334,2025-05-04,CUST284,Male,43,Electronics,3,300,900
335,2025-05-05,CUST285,Female,31,Beauty,4,30,120
336,2025-05-05,CUST286,Male,55,Beauty,3,50,150
337,2025-05-05,CUST287,Male,54,Clothing,1,500,500
338,2025-05-05,CUST288,Male,28,Beauty,2,50,100
339,2025-05-05,CUST289,Male,53,Electronics,2,25,50
340,2025-05-06,CUST290,Female,30,Clothing,4,300,1200
341,2025-05-06,CUST291,Male,60,Clothing,4,50,200
342,2025-05-06,CUST292,Male,20,Clothing,4,500,2000
343,2025-05-06,CUST293,Male,50,Electronics,2,25,50
344,2025-05-06,CUST294,Female,23,Beauty,1,30,30
345,2025-05-07,CUST295,Female,27,Electronics,1,30,30
346,2025-05-07,CUST296,Female,22,Clothing,2,500,1000
347,2025-05-07,CUST297,Female,40,Electronics,1,25,25
348,2025-05-07,CUST298,Male,27,Electronics,2,300,600
349,2025-05-07,CUST299,Male,61,Beauty,1,50,50
350,2025-05-08,CUST300,Female,19,Beauty,3,25,75
351,2025-05-08,CUST301,Male,30,Clothing,3,30,90
352,2025-05-08,CUST302,Male,57,Electronics,2,500,1000
353,2025-05-08,CUST303,Male,19,Electronics,1,500,500
354,2025-05-08,CUST304,Female,37,Beauty,4,50,200
355,2025-05-08,CUST305,Female,18,Electronics,1,500,500
356,2025-05-09,CUST306,Male,54,Electronics,3,500,1500
357,2025-05-09,CUST307,Female,26,Electronics,3,25,75
358,2025-05-09,CUST308,Female,34,Beauty,1,300,300
359,2025-05-10,CUST309,Female,26,Clothing,1,50,50
360,2025-05-10,CUST310,Female,28,Clothing,4,25,100
361,2025-05-11,CUST311,Female,32,Electronics,4,300,1200
362,2025-05-12,CUST312,Male,41,Clothing,1,25,25
363,2025-05-13,CUST313,Female,55,Beauty,7,25,175
364,2025-05-13,CUST314,Male,52,Beauty,1,500,500
365,2025-05-14,CUST315,Male,47,Clothing,1,300,300
366,2025-05-14,CUST316,Female,48,Clothing,2,50,100
367,2025-05-14,CUST260,Male,28,Electronics,1,50,50
368,2025-05-15,CUST262,Female,32,Clothing,4,300,1200
369,2025-05-15,CUST263,Male,23,Electronics,1,500,500
370,2025-05-15,CUST267,Female,32,Electronics,2,30,60
371,2025-05-16,CUST271,Female,62,Beauty,1,25,25
372,2025-05-16,CUST273,Female,22,Beauty,3,500,1500
373,2025-05-16,CUST276,Female,21,Beauty,2,300,600
374,2025-05-16,CUST281,Female,29,Beauty,3,25,75
375,2025-05-16,CUST290,Female,30,Clothing,1,50,50
376,2025-05-16,CUST292,Male,20,Beauty,1,30,30
377,2025-05-16,CUST295,Female,27,Clothing,4,50,200
378,2025-05-16,CUST298,Male,27,Beauty,1,300,300
379,2025-05-16,CUST302,Male,57,Clothing,1,25,25
380,2025-05-16,CUST305,Female,18,Electronics,2,300,600
381,2025-05-16,CUST308,Female,34,Clothing,4,25,100
382,2025-05-17,CUST309,Female,26,Clothing,2,500,1000
383,2025-05-17,CUST310,Female,28,Beauty,3,30,90
384,2025-05-17,CUST311,Female,32,Clothing,5,500,2500
385,2025-05-18,CUST313,Female,55,Electronics,3,500,1500
386,2025-05-18,CUST323,Female,29,Electronics,2,300,600
387,2025-05-19,CUST328,Male,39,Beauty,1,30,30
388,2025-05-19,CUST330,Female,25,Electronics,1,25,25
389,2025-05-19,CUST335,Female,47,Clothing,2,25,50
390,2025-05-20,CUST336,Female,52,Electronics,2,50,100
391,2025-05-20,CUST338,Male,54,Beauty,2,25,50
392,2025-05-20,CUST344,Female,42,Clothing,2,300,600
393,2025-05-21,CUST349,Female,57,Beauty,2,500,1000
394,2025-05-21,CUST350,Male,25,Clothing,1,500,500
395,2025-05-21,CUST354,Female,49,Electronics,2,500,1000
396,2025-05-22,CUST358,Female,32,Beauty,1,30,30
397,2025-05-22,CUST363,Male,64,Beauty,1,25,25
398,2025-05-22,CUST364,Female,19,Clothing,2,300,600
399,2025-05-22,CUST371,Female,20,Beauty,2,30,60
400,2025-05-23,CUST372,Female,24,Clothing,4,50,200
401,2025-05-23,CUST373,Female,25,Clothing,1,300,300
402,2025-05-23,CUST374,Female,59,Clothing,2,300,600
403,2025-05-23,CUST376,Female,64,Clothing,2,300,600
404,2025-05-23,CUST378,Male,50,Electronics,2,500,1000
405,2025-05-23,CUST383,Female,46,Clothing,4,300,1200
406,2025-05-23,CUST387,Male,44,Beauty,4,25,100
407,2025-05-23,CUST391,Male,19,Electronics,3,300,900
408,2025-05-23,CUST393,Female,22,Beauty,1,500,500
409,2025-05-24,CUST396,Female,55,Electronics,3,300,900
410,2025-05-25,CUST397,Female,30,Clothing,2,50,100
411,2025-05-25,CUST399,Female,64,Electronics,4,50,200
412,2025-05-25,CUST406,Female,22,Electronics,4,500,2000
413,2025-05-26,CUST408,Female,64,Beauty,3,25,75
414,2025-05-26,CUST413,Female,44,Beauty,4,25,100
415,2025-05-26,CUST414,Male,48,Clothing,2,30,60
416,2025-05-27,CUST317,Male,22,Electronics,4,500,2000
417,2025-05-27,CUST318,Male,61,Electronics,3,300,900
418,2025-05-27,CUST319,Male,31,Electronics,2,500,1000
419,2025-05-28,CUST320,Female,28,Clothing,3,30,90
420,2025-05-29,CUST321,Female,26,Clothing,4,500,2000
421,2025-05-30,CUST322,Male,51,Clothing,3,500,1500
422,2025-05-30,CUST323,Female,29,Clothing,3,30,90
423,2025-05-31,CUST324,Female,52,Clothing,1,25,25
424,2025-05-31,CUST325,Female,52,Beauty,4,300,1200
425,2025-05-31,CUST326,Female,18,Electronics,4,30,120
426,2025-06-01,CUST327,Male,57,Electronics,3,50,150
427,2025-06-01,CUST328,Male,39,Electronics,1,25,25
428,2025-06-01,CUST329,Female,46,Electronics,4,50,200
429,2025-06-02,CUST330,Female,25,Electronics,2,25,50
430,2025-06-02,CUST331,Male,28,Electronics,3,300,900
431,2025-06-02,CUST332,Male,58,Electronics,4,300,1200
432,2025-06-03,CUST333,Female,54,Electronics,2,500,1000
433,2025-06-03,CUST334,Male,31,Beauty,4,50,200
434,2025-06-03,CUST335,Female,47,Electronics,2,25,50
435,2025-06-04,CUST336,Female,52,Beauty,3,300,900
436,2025-06-04,CUST337,Male,38,Clothing,4,30,120
437,2025-06-04,CUST338,Male,54,Electronics,4,300,1200
438,2025-06-04,CUST339,Female,22,Clothing,1,30,30
439,2025-06-05,CUST340,Female,36,Clothing,3,25,75
440,2025-06-05,CUST341,Male,31,Clothing,2,300,600
441,2025-06-06,CUST342,Female,43,Beauty,4,300,1200
442,2025-06-06,CUST343,Male,21,Clothing,4,25,100
443,2025-06-06,CUST344,Female,42,Clothing,2,300,600
444,2025-06-06,CUST345,Male,62,Clothing,3,30,90
445,2025-06-07,CUST346,Male,59,Electronics,1,300,300
446,2025-06-07,CUST347,Male,42,Electronics,1,50,50
447,2025-06-08,CUST348,Female,35,Beauty,1,500,500
448,2025-06-08,CUST349,Female,57,Beauty,2,30,60
449,2025-06-09,CUST350,Male,25,Electronics,4,50,200
450,2025-06-09,CUST351,Female,56,Beauty,2,25,50
451,2025-06-09,CUST352,Male,57,Electronics,1,30,30
452,2025-06-10,CUST353,Male,31,Clothing,3,500,1500
453,2025-06-10,CUST354,Female,49,Clothing,2,500,1000
454,2025-06-10,CUST355,Female,55,Beauty,1,25,25
455,2025-06-10,CUST356,Male,50,Electronics,4,25,100
456,2025-06-11,CUST357,Female,40,Electronics,2,30,60
457,2025-06-11,CUST358,Female,32,Beauty,3,300,900
458,2025-06-11,CUST359,Male,50,Electronics,4,25,100
459,2025-06-11,CUST360,Male,42,Clothing,4,300,1200
460,2025-06-11,CUST361,Female,34,Beauty,1,50,50
